Security Description,ISIN,CUSIP,Market Value %,GICS Sector,Country Name,MSCI ESG Rating
HYUNDAI MOBIS LTD,KR7012330007,S64495443,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
HYUNDAI MOTOR,KR7005380001,S64510555,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
HYUNDAI MOTOR S1 PREF,KR7005381009,S64510225,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
HYUNDAI MOTOR S2 PREF,KR7005382007,S61482725,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
HYUNDAI STEEL,KR7004020004,S64618507,0.0%,Materials,"Korea (South), Republic of",CCC
HYUNDAI WIA CORP,KR7011210002,SB3LF5653,0.0%,Consumer Discretionary,"Korea (South), Republic of",BB
HYUNDAI-ROTEM,KR7064350002,SBFPM3C85,0.0%,Industrials,"Korea (South), Republic of",B
HYUNDAIGREENFOOD LTD,KR7005440003,S64893027,0.0%,Consumer Staples,"Korea (South), Republic of",B
IBF FINANCIAL HOLDINGS LTD SHA,TW0002889003,S65183923,0.0%,Financials,Taiwan (Republic of China),
ICLICK INTERACTIVE ASIA AMERICAN D,US45113Y1047,45113Y104,0.0%,Communication Services,Hong Kong,
IDP EDUCATION PTY LTDINARY,AU000000IEL5,SBDB6DD18,0.0%,Consumer Discretionary,Australia,AA
IGB REITS UNITS TRUST,MYL5227TO002,SB89JCF23,0.0%,Real Estate,Malaysia,B
IGO LTD,AU000000IGO4,S64395676,0.0%,Materials,Australia,A
IHH HEALTHCARE,MYL5225OO007,BRSF5L9J5,0.0%,Health Care,Malaysia,BBB
IJM CORPORATION,MYL3336OO004,S64552177,0.0%,Industrials,Malaysia,BB
IL DONG PHARM LTD,KR7249420001,SBD0B3W66,0.0%,Health Care,"Korea (South), Republic of",
IL YANG PHARMACEUTICAL LTD,KR7007570005,SB17MN402,0.0%,Health Care,"Korea (South), Republic of",B
ILJIN MATERIALS,KR7020150009,SB45LHQ03,0.0%,Information Technology,"Korea (South), Republic of",CCC
ILUKA RESOURCES LTD,AU000000ILU1,S69575751,0.0%,Materials,Australia,AA
INARI AMERTRON,MYQ0166OO007,SB54JP792,0.0%,Information Technology,Malaysia,BBB
INCITEC PIVOT LTD,AU000000IPL1,S66730425,0.0%,Materials,Australia,A
INDAH KIAT PULP & PAPER,ID1000062201,S64624224,0.0%,Materials,Indonesia,BB
INDOCEMENT TUNGGAL PRAKARSA,ID1000061302,S64548613,0.0%,Materials,Indonesia,BB
INDOFOOD CBP SUKSES MAKMUR,ID1000116700,SB4LD3M85,0.0%,Consumer Staples,Indonesia,B
INDOFOOD SUKSES MAKMUR,ID1000057003,S62839790,0.0%,Consumer Staples,Indonesia,B
INDORAMA VENTURES NON-VOTING DR PC,TH1027010R10,SB5KZ7P31,0.0%,Materials,Thailand,BBB
INDORAMA VENTURES PCL,TH1027010004,SB5VSK298,0.0%,Materials,Thailand,BBB
INDUSTRIAL BANK OF KOREA,KR7024110009,S64629728,0.0%,Financials,"Korea (South), Republic of",BB
INFRATIL LTD,NZIFTE0003S3,S64592868,0.0%,Utilities,New Zealand,A
INNOCEAN WORLDWIDE INC,KR7214320004,SBYX20P57,0.0%,Communication Services,"Korea (South), Republic of",CCC
INNODISK CORP,TW0005289003,SB8DJMF89,0.0%,Information Technology,Taiwan (Republic of China),
INNOLUX CORP,TW0003481008,SB0CC0M52,0.0%,Information Technology,Taiwan (Republic of China),BBB
INNOX ADVANCED MATERIALS LTD,KR7272290008,SBF2NNZ78,0.0%,Information Technology,"Korea (South), Republic of",CCC
INSIGNIA FINANCIAL LTD,AU000000IFL2,S67143941,0.0%,Financials,Australia,AA
INSPUR INTERNATIONAL LTD,KYG4820C1309,SBGLP9536,0.0%,Information Technology,Hong Kong,BBB
INSURANCE AUSTRALIA GROUP LTD,AU000000IAG3,S62710264,0.0%,Financials,Australia,AA
INTEGRATED TECHNOLOGY EXPRESS INC,TW0003014007,S65487530,0.0%,Information Technology,Taiwan (Republic of China),
INTELLIAN TECHNOLOGIES INC,KR7189300007,SBYX4V690,0.0%,Information Technology,"Korea (South), Republic of",
INTERNATIONAL CONTAINER TERMINAL S,PHY411571011,S64558190,0.0%,Industrials,Philippines,B
INTERNATIONAL CSRC INVESTMENT HOLD,TW0002104007,S61912655,0.0%,Materials,Taiwan (Republic of China),
INTERNATIONAL GAMES SYSTEM LTD,TW0003293007,S67448076,0.0%,Communication Services,Taiwan (Republic of China),
INTI AGRI RESOURCES,ID1000100506,SB05LYZ00,0.0%,Consumer Staples,Indonesia,
INTOUCH HOLDINGS NON-VOTING DR PCL,TH0201010R12,S63975577,0.0%,Communication Services,Thailand,AA
INTOUCH HOLDINGS PCL,TH0201A10Y01,SBKXLD779,0.0%,Communication Services,Thailand,AA
INTRON BIOTECHNOLOGY INC,KR7048530000,SB3S5PF71,0.0%,Health Care,"Korea (South), Republic of",CCC
INVENTEC CORP,TW0002356003,S64599301,0.0%,Information Technology,Taiwan (Republic of China),BB
IOI CORPORATION,MYL1961OO001,SB1Y3WG19,0.0%,Consumer Staples,Malaysia,BBB
IRPC NON-VOTING DR PCL,TH0471010R11,S63661714,0.0%,Energy,Thailand,A
IS DONGSEO LTD,KR7010780005,S62732045,0.0%,Industrials,"Korea (South), Republic of",CCC
ITEQ CORP,TW0006213002,S65714925,0.0%,Information Technology,Taiwan (Republic of China),
JAPFA COMFEED INDONESIA,ID1000126907,SB9DG2Q75,0.0%,Consumer Staples,Indonesia,BB
JASA MARGA,ID1000108103,SB28T1S79,0.0%,Industrials,Indonesia,BBB
JASMINE INTERNATIONAL NON-VOTING D,TH0418010R12,S67291617,0.0%,Communication Services,Thailand,B
JAY MART NON-VOTING DR PCL,TH1007010R12,SB61GPC52,0.0%,Information Technology,Thailand,
JB FINANCIAL GROUP LTD,KR7175330000,SBB96Z333,0.0%,Financials,"Korea (South), Republic of",A
JB HI-FI LTD,AU000000JBH7,S67026237,0.0%,Consumer Discretionary,Australia,A
JENTECH PRECISION INDUSTRIAL LTD,TW0003653002,SB3FJBY33,0.0%,Information Technology,Taiwan (Republic of China),
JG SUMMIT HOLDINGS  INC,PHY444251177,S64664576,0.0%,Industrials,Philippines,BBB
JIAYUAN INTERNATIONAL GROUP LTD,KYG5139G1001,SBD39D165,0.0%,Real Estate,Hong Kong,
JIN AIR LTD,KR7272450008,SBD1QWN49,0.0%,Industrials,"Korea (South), Republic of",B
JMT NETWORK SERVICE PCL,TH3925010Z05,SBGHGSV91,0.0%,Financials,Thailand,
JMT NETWORK SERVICES NON-VOTING DR,TH3925010R13,SB810VB22,0.0%,Financials,Thailand,
JOLLIBEE FOODS CORP,PHY4466S1007,S64744949,0.0%,Consumer Discretionary,Philippines,CCC
JR GLOBAL,KR7348950007,SBMXTQP47,0.0%,Real Estate,"Korea (South), Republic of",CCC
JUSUNG ENGINEERING LTD,KR7036930006,S62017884,0.0%,Information Technology,"Korea (South), Republic of",CCC
JW PHARMACEUTICAL CORP,KR7001060003,S61929782,0.0%,Health Care,"Korea (South), Republic of",B
JYP ENTERTAINMENT CORPORATION CORP,KR7035900000,SB16TC344,0.0%,Communication Services,"Korea (South), Republic of",BB
KAKAO CORP,KR7035720002,S61940375,0.0%,Communication Services,"Korea (South), Republic of",A
KAKAO GAMES CORP,KR7293490009,SBMGYMB42,0.0%,Communication Services,"Korea (South), Republic of",BB
KAKAOBANK CORP,KR7323410001,SBNXKTM26,0.0%,Financials,"Korea (South), Republic of",BB
KALBE FARMA,ID1000125107,SB7311V63,0.0%,Health Care,Indonesia,AA
KANGWON LAND INC,KR7035250000,S66834490,0.0%,Consumer Discretionary,"Korea (South), Republic of",BB
KASIKORNBANK PCL F,TH0016010017,S68887942,0.1%,Financials,Thailand,AA
KASIKORNBANK PUBLIC NON-VOTING DR,TH0016010R14,S63647663,0.0%,Financials,Thailand,AA
KB FINANCIAL GROUP INC,KR7105560007,SB3DF0Y69,0.1%,Financials,"Korea (South), Republic of",AA
KCC CORP,KR7002380004,S64909179,0.0%,Materials,"Korea (South), Republic of",CCC
KCC GLASS CORP,KR7344820006,SBL61XC61,0.0%,Industrials,"Korea (South), Republic of",CCC
KCE ELECTRONICS NON-VOTING DR PCL,TH0122010R10,S67121509,0.0%,Information Technology,Thailand,
KENDA RUBBER INDUSTRIAL LTD,TW0002106002,S64896368,0.0%,Consumer Discretionary,Taiwan (Republic of China),
KEPCO ENGINEERING & CONSTRUCTION I,KR7052690005,SB4LW1M13,0.0%,Industrials,"Korea (South), Republic of",B
KEPCO PLANT SERVICE & ENGINEERING,KR7051600005,SB29ZGV24,0.0%,Industrials,"Korea (South), Republic of",CCC
KEPPEL LTD,SG1U68934629,SB1VQ5C05,0.0%,Industrials,Singapore,AAA
KERRY PROPERTIES LTD,BMG524401079,S64863145,0.0%,Real Estate,Hong Kong,BBB
KERRY TJ LOGISTICS COMPANY LTD,TW0002608007,S68717727,0.0%,Industrials,Taiwan (Republic of China),
KIA CORPORATION CORP,KR7000270009,S64909286,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
KIATNAKIN PHATRA BANK NON-VOTING D,TH0121010R12,S63614119,0.0%,Financials,Thailand,A
KING SLIDE WORKS LTD,TW0002059003,SB01H7209,0.0%,Information Technology,Taiwan (Republic of China),A
KING YUAN ELECTRONICS LTD,TW0002449006,S63524938,0.0%,Information Technology,Taiwan (Republic of China),
KINGBOARD LAMINATES HOLDINGS LTD,KYG5257K1076,SB1HHFV60,0.0%,Information Technology,Hong Kong,B
KINGS TOWN BANK LTD,TW0002809001,S65751596,0.0%,Financials,Taiwan (Republic of China),
KINIK,TW0001560001,SB00P9638,0.0%,Industrials,Taiwan (Republic of China),
KINPO ELECTRONICS INC,TW0002312006,S61610317,0.0%,Consumer Discretionary,Taiwan (Republic of China),
KINSUS INTERCONNECT TECHNOLOGY COR,TW0003189007,S66878729,0.0%,Information Technology,Taiwan (Republic of China),
KIWOOM SECURITIES LTD,KR7039490008,SB00VS647,0.0%,Financials,"Korea (South), Republic of",B
KMW LTD,KR7032500001,S62198882,0.0%,Information Technology,"Korea (South), Republic of",CCC
KOH YOUNG TECHNOLOGY INC,KR7098460009,SB39Q3992,0.0%,Information Technology,"Korea (South), Republic of",B
KOLMAR KOREA LTD,KR7161890009,SB8K27N36,0.0%,Consumer Staples,"Korea (South), Republic of",CCC
KOLMARBNH LTD,KR7200130003,SBP9DKY88,0.0%,Consumer Staples,"Korea (South), Republic of",B
KOLON INDUSTRY INC,KR7120110002,SB5TVWD59,0.0%,Materials,"Korea (South), Republic of",BBB
KOMICO LTD,KR7183300003,SBYXYVM57,0.0%,Information Technology,"Korea (South), Republic of",CCC
KOMIPHARM INTERNATIONAL LTD,KR7041960006,S64190085,0.0%,Health Care,"Korea (South), Republic of",B
KONA I LTD,KR7052400009,S64164528,0.0%,Information Technology,"Korea (South), Republic of",CCC
KOREA AEROSPACE INDUSTRIES LTD,KR7047810007,SB3N33632,0.0%,Industrials,"Korea (South), Republic of",BB
KOREA ELECTRIC POWER CORP,KR7015760002,S64957301,0.0%,Utilities,"Korea (South), Republic of",BB
KOREA ELECTRIC TERMINAL LTD,KR7025540006,S61459160,0.0%,Industrials,"Korea (South), Republic of",CCC
KOREA GAS,KR7036460004,S61820767,0.0%,Utilities,"Korea (South), Republic of",BB
KOREA INVESTMENT HOLDINGS LTD,KR7071050009,S66545864,0.0%,Financials,"Korea (South), Republic of",B
KOREA LINE CORP,KR7005880000,S64949977,0.0%,Industrials,"Korea (South), Republic of",CCC
KOREA PETRO CHEMICAL IND LTD,KR7006650006,S61666723,0.0%,Materials,"Korea (South), Republic of",CCC
KOREA SHIPBUILDING AND OFFSHORE EN,KR7009540006,S64466204,0.0%,Industrials,"Korea (South), Republic of",B
KOREA ZINC INC,KR7010130003,S64954282,0.0%,Materials,"Korea (South), Republic of",BB
KOREAN AIR LINES LTD,KR7003490000,S64967664,0.0%,Industrials,"Korea (South), Republic of",BB
KOREAN REINSURANCE,KR7003690005,SB01T1464,0.0%,Financials,"Korea (South), Republic of",B
KOSPI2 INDEX JUN 22,KR4101S60008,KSM220221,0.0%,,"Korea (South), Republic of",
KOSPI2 INDEX SEP 22,KR4101S90005,KSU220222,0.0%,,"Korea (South), Republic of",
KOSSAN RUBBER INDUSTRIES,MYL7153OO009,SB0DD1H95,0.0%,Health Care,Malaysia,A
KPJ HEALTHCARE,MYL5878OO003,S64935851,0.0%,Health Care,Malaysia,AA
KRAFTON INC,KR7259960003,SBMBP9002,0.0%,Communication Services,"Korea (South), Republic of",BB
KRUNG THAI BANK PCL,TH0150010Z03,S64928278,0.0%,Financials,Thailand,BB
KRUNG THAI BANK PUBLIC NON-VOTING,TH0150010R11,S63614663,0.0%,Financials,Thailand,BB
KRUNGTHAI CARD NON-VOTING DR PCL,TH0689010R18,S65613309,0.0%,Financials,Thailand,AA
KRUNGTHAI CARD PCL,TH0689010Z00,SBF2LWS78,0.0%,Financials,Thailand,AA
KT ADR REP   CORP,US48268K1016,48268K101,0.0%,Communication Services,"Korea (South), Republic of",A
KT CORP,KR7030200000,S65053167,0.0%,Communication Services,"Korea (South), Republic of",A
KT SKYLIFE LTD,KR7053210001,SB4070X17,0.0%,Communication Services,"Korea (South), Republic of",BBB
KT&G CORP,KR7033780008,S61750766,0.0%,Consumer Staples,"Korea (South), Republic of",AA
KUALA LUMPUR KEPONG,MYL2445OO004,S64974462,0.0%,Consumer Staples,Malaysia,A
KULICKE AND SOFFA INDUSTRIES INC,US5012421013,501242101,0.0%,Information Technology,Singapore,A
KUMHO PETRO CHEMICAL LTD,KR7011780004,S64993231,0.0%,Materials,"Korea (South), Republic of",B
KUMHO TIREINC INC,KR7073240004,SB064SH83,0.0%,Consumer Discretionary,"Korea (South), Republic of",AA
L&C BIO LTD,KR7290650001,SBGKFGF32,0.0%,Health Care,"Korea (South), Republic of",CCC
L&F LTD,KR7066970005,S65786089,0.0%,Information Technology,"Korea (South), Republic of",B
LAND & HOUSES PCL,TH0143010Z08,S65819070,0.0%,Real Estate,Thailand,BB
LAND AND HOUSE PUBLIC NON-VOTING D,TH0143010R16,S65819419,0.0%,Real Estate,Thailand,BB
LAND MARK CORP,TW0003081006,SBL951P42,0.0%,Information Technology,Taiwan (Republic of China),
LARGAN PRECISION LTD,TW0003008009,S64516685,0.0%,Information Technology,Taiwan (Republic of China),B
LEENO INDUSTRIAL INC,KR7058470006,S64301393,0.0%,Information Technology,"Korea (South), Republic of",CCC
LEGOCHEM BIOSCIENCES INC,KR7141080002,SB8CL0T57,0.0%,Health Care,"Korea (South), Republic of",CCC
LENDLEASE GROUP STAPLED UNITS,AU000000LLC3,S65120040,0.0%,Real Estate,Australia,AAA
LF CORP,KR7093050003,SB1GKF278,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
LG CHEM LTD,KR7051910008,S63469134,0.0%,Materials,"Korea (South), Republic of",BBB
LG CHEM PREFERRED STOCK LTD,KR7051911006,S63469241,0.0%,Materials,"Korea (South), Republic of",BBB
LG CORP,KR7003550001,S65370306,0.0%,Industrials,"Korea (South), Republic of",BBB
LG DISPLAY LTD,KR7034220004,SB01VZN99,0.0%,Information Technology,"Korea (South), Republic of",AA
LG ELECTRONICS INC,KR7066570003,S65207391,0.0%,Consumer Discretionary,"Korea (South), Republic of",A
LG ENERGY SOLUTION LTD,KR7373220003,SBNSP8W50,0.0%,Industrials,"Korea (South), Republic of",BB
LG HOUSEHOLD & HEALTH CARE LTD,KR7051900009,S63444566,0.0%,Consumer Staples,"Korea (South), Republic of",A
LG HOUSEHOLD & HEALTH CARE PREF LT,KR7051901007,S63469357,0.0%,Consumer Staples,"Korea (South), Republic of",A
LG INNOTEK LTD,KR7011070000,SB39Z8G85,0.0%,Information Technology,"Korea (South), Republic of",BBB
LG UPLUS CORP,KR7032640005,S62909023,0.0%,Communication Services,"Korea (South), Republic of",BB
LIEN HWA INDUSTRIAL HOLDINGS CORP,TW0001229003,S65151441,0.0%,Consumer Staples,Taiwan (Republic of China),
LINK NET,ID1000131808,SBMS8CQ90,0.0%,Communication Services,Indonesia,A
LINK REAL ESTATE INVESTMENT TRUST,HK0823032773,SB0PB4M72,0.0%,Real Estate,Hong Kong,A
LIPPO KARAWACI,ID1000108905,SB19HDX20,0.0%,Real Estate,Indonesia,BB
LITE ON TECHNOLOGY CORP,TW0002301009,S65194813,0.0%,Information Technology,Taiwan (Republic of China),A
LONG CHEN PAPER LTD,TW0001909000,S65242364,0.0%,Materials,Taiwan (Republic of China),
LOTES LTD,TW0003533006,SB1GJFG83,0.0%,Information Technology,Taiwan (Republic of China),
LOTTE CHEMICAL CORP,KR7011170008,S64400203,0.0%,Materials,"Korea (South), Republic of",BBB
LOTTE CHILSUNG BEVERAGE LTD,KR7005300009,S65354433,0.0%,Consumer Staples,"Korea (South), Republic of",B
LOTTE FINE CHEMICALS LTD,KR7004000006,S64964323,0.0%,Materials,"Korea (South), Republic of",B
LOTTE HIMART LTD,KR7071840003,SB66Z2377,0.0%,Consumer Discretionary,"Korea (South), Republic of",BB
LOTTE REIT LTD,KR7330590001,SBKTPM659,0.0%,Real Estate,"Korea (South), Republic of",B
LOTTE RENTAL LTD,KR7089860001,SBMCHTK52,0.0%,Industrials,"Korea (South), Republic of",AA
LOTTE SHOPPING LTD,KR7023530009,SB0WGPZ55,0.0%,Consumer Discretionary,"Korea (South), Republic of",BB
LOTTE TOUR DEVELOPMENT LTD,KR7032350001,SB15C6D20,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
LOTUS PHARMACEUTICAL LTD,TW0001795003,SB04S9793,0.0%,Health Care,Taiwan (Republic of China),
LS CORP,KR7006260004,S63757801,0.0%,Industrials,"Korea (South), Republic of",B
LS ELECTRIC LTD,KR7010120004,S63782171,0.0%,Industrials,"Korea (South), Republic of",A
LX HOLDINGS CORP,KR7383800000,SBN2RBY07,0.0%,Industrials,"Korea (South), Republic of",BBB
LX SEMICON LTD,KR7108320003,SB53YZC08,0.0%,Information Technology,"Korea (South), Republic of",B
LYNAS RARE EARTHS LTD,AU000000LYC6,S61211769,0.0%,Materials,Australia,A
M CASH INTEGRASI,ID1000140908,SBF7M0D64,0.0%,Information Technology,Indonesia,
MACQUARIE GROUP LTD DEF,AU000000MQG1,SB28YTC20,0.0%,Financials,Australia,AA
MACRONIX INTERNATIONAL LTD,TW0002337003,S65741019,0.0%,Information Technology,Taiwan (Republic of China),BBB
MAGELLAN FINANCIAL GROUP LTD,AU000000MFG4,SB015YX41,0.0%,Financials,Australia,BBB
MAKALOT INDUSTRIAL LTD,TW0001477008,S65804320,0.0%,Consumer Discretionary,Taiwan (Republic of China),
MALAYAN BANKING,MYL1155OO000,S65563256,0.0%,Financials,Malaysia,AA
MALAYSIA AIRPORTS HOLDINGS,MYL5014OO005,S61881934,0.0%,Industrials,Malaysia,BBB
MALAYSIA BUILDING SOCIETY,MYL1171OO007,S65567893,0.0%,Financials,Malaysia,BBB
MALAYSIAN PACIFIC INDUSTRIES,MYL3867OO008,S65566937,0.0%,Information Technology,Malaysia,BB
MAN WAH HOLDINGS LTD,BMG5800U1071,SB58YWF76,0.0%,Consumer Discretionary,Hong Kong,BB
MANDO CORP,KR7204320006,BRSPJMXA8,0.0%,Consumer Discretionary,"Korea (South), Republic of",A
MANILA ELECTRIC,PHY5764J1483,SB247XZ66,0.0%,Utilities,Philippines,BBB
MANILA WATER INC,PHY569991086,SB0684C79,0.0%,Utilities,Philippines,B
MAP AKTIF ADIPERKASA,ID1000144108,SBG20RW01,0.0%,Consumer Discretionary,Indonesia,
MAPLETREE COMMERCIAL UNITS TRUST,SG2D18969584,SB5143W87,0.0%,Real Estate,Singapore,BB
MAPLETREE NORTH ASIA COMMERCIAL TR,SG2F55990442,SB87GTZ47,0.0%,Real Estate,Singapore,BB
MASSMUTUAL MERCURIES LIFE INSURANC,TW0002867009,SB6S2Z372,0.0%,Financials,Taiwan (Republic of China),
MATRIX CONCEPTS HOLDINGS,MYL5236OO004,SBB2BGK92,0.0%,Real Estate,Malaysia,BBB
MAXIS,MYL6012OO008,SB5387L58,0.0%,Communication Services,Malaysia,AA
MBK NON-VOTING DR PCL,TH0480010R12,S63617237,0.0%,Real Estate,Thailand,
MBK PUBLIC COMPANY LIMITED,,SBPLW6906,0.0%,Real Estate,Thailand,
MCNEX LTD,KR7097520001,SB7YLVZ97,0.0%,Information Technology,"Korea (South), Republic of",CCC
MEDCO ENERGI INTERNASIONAL,ID1000053705,S62545116,0.0%,Energy,Indonesia,BBB
MEDIATEK INC,TW0002454006,S63724801,0.1%,Information Technology,Taiwan (Republic of China),A
MEDIBANK PRIVATE LTD,AU000000MPL3,BRSQ82VQ9,0.0%,Financials,Australia,A
MEDIGEN VACCINE BIOLOGICS CORP,,BRY1P0HX3,0.0%,Health Care,Taiwan (Republic of China),
MEDIGEN VACCINE BIOLOGICS CORP,TW0006547003,SBYMW6J29,0.0%,Health Care,Taiwan (Republic of China),
MEDIKALOKA HERMINA,ID1000143100,SBFZ8G273,0.0%,Health Care,Indonesia,
MEDPACTO INC,KR7235980000,SBK5QZL88,0.0%,Health Care,"Korea (South), Republic of",CCC
MEDY-TOX INC,KR7086900008,SB3L2NF17,0.0%,Health Care,"Korea (South), Republic of",CCC
MEGA FINANCIAL HOLDING LTD,TW0002886009,S64440662,0.0%,Financials,Taiwan (Republic of China),A
MEGA FIRST CORPORATION,MYL3069OO001,S65757403,0.0%,Utilities,Malaysia,A
MEGASTUDYEDU LTD,KR7215200007,SBWB95X76,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
MEGAWORLD CORP,PHY594811127,S65636482,0.0%,Real Estate,Philippines,B
MERCURIES AND ASSOCIATES LTD,TW0002905007,S65804544,0.0%,Financials,Taiwan (Republic of China),
MERCURY NZ LTD,NZMRPE0001S2,BRSJ34FX9,0.0%,Utilities,New Zealand,AA
MERDEKA COPPER GOLD,ID1000134406,SBZ0W5W72,0.0%,Materials,Indonesia,BB
MERIDA INDUSTRY LTD,TW0009914002,S65844458,0.0%,Consumer Discretionary,Taiwan (Republic of China),
MERIDIAN ENERGY LTD,NZMELE0002S7,SBWFD0525,0.0%,Utilities,New Zealand,AAA
MERITZ FINANCIAL GROUP INC,KR7138040001,SB4WRJD24,0.0%,Financials,"Korea (South), Republic of",CCC
MERITZ FIRE & MARINE INSURANCE LTD,KR7000060004,SB0YCFG25,0.0%,Financials,"Korea (South), Republic of",CCC
MERITZ SECURITIES LTD,KR7008560005,S64082993,0.0%,Financials,"Korea (South), Republic of",CCC
MERRY ELECTRONICS LTD,TW0002439007,S61297495,0.0%,Information Technology,Taiwan (Republic of China),
METCASH LTD,AU000000MTS0,SB0744W46,0.0%,Consumer Staples,Australia,AA
METRO HEALTHCARE INDONESIA,ID1000154909,SBKPX4C36,0.0%,Health Care,Indonesia,
METRO PACIFIC INV CORP,PHY603051020,SB1L88384,0.0%,Financials,Philippines,BBB
METROPOLITAN BANK AND TRUST CO,PHY6028G1361,S65144420,0.0%,Financials,Philippines,BB
MEZZION PHARMA LTD,KR7140410002,SB55W7265,0.0%,Health Care,"Korea (South), Republic of",B
MH DEVELOPMENT LTD,KYG1809X1016,SBYQHQT30,0.0%,Information Technology,Hong Kong,
MI TECHNOVATION,MYL5286OO009,SBZ57CS20,0.0%,Information Technology,Malaysia,BBB
MICRO-STAR INTERNATIONAL LTD,TW0002377009,S61334504,0.0%,Information Technology,Taiwan (Republic of China),BBB
MICROBIO LTD,TW0004128004,SB050S665,0.0%,Consumer Staples,Taiwan (Republic of China),
MINERAL RESOURCES LTD,AU000000MIN4,SB17ZL568,0.0%,Materials,Australia,AA
MINOR INTERNATIONAL PCL,TH0128B10Z09,SB018C067,0.0%,Consumer Discretionary,Thailand,AA
MINOR INTERNATIONAL PUBLIC NON-VOT,TH0128010R17,SB018C281,0.0%,Consumer Discretionary,Thailand,AA
MIRAE ASSET SECURITIES LTD,KR7006800007,S62496583,0.0%,Financials,"Korea (South), Republic of",BBB
MIRVAC GROUP STAPLED UNITS,AU000000MGR9,S61619789,0.0%,Real Estate,Australia,AAA
MISC,MYL3816OO005,S65579971,0.0%,Industrials,Malaysia,BB
MITAC HOLDINGS CORP,TW0003706008,SBDRZRW92,0.0%,Information Technology,Taiwan (Republic of China),
MITRA ADIPERKASA,ID1000099807,SB03VZ371,0.0%,Consumer Discretionary,Indonesia,BB
MOMO COM INC,TW0008454000,SBJYP1110,0.0%,Consumer Discretionary,Taiwan (Republic of China),A
MONDE NISSIN CORP,PHY6142T1052,SBMDTTT90,0.0%,Consumer Staples,Philippines,BBB
MR D.I.Y. GROUP (M),MYL5296OO008,SBN4JBJ90,0.0%,Consumer Discretionary,Malaysia,
MTR CORPORATION CORP LTD,HK0066009694,S62900543,0.1%,Industrials,Hong Kong,AAA
MUANGTHAI CAPITAL ORS NON-VOTING D,TH6068010R19,SBSNLDQ23,0.0%,Financials,Thailand,A
MUANGTHAI CAPITAL ORS PCL,TH6068010Y02,SBFXP6537,0.0%,Financials,Thailand,A
MY E.G. SERVICES,MYQ0138OO006,SB1KL2D67,0.0%,Information Technology,Malaysia,BBB
MYOUNG SHIN INDUSTRIAL LTD,KR7009900002,SBN4GT292,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
NAN KANG RUBBER TIRE CORP LTD,TW0002101003,S66214271,0.0%,Consumer Discretionary,Taiwan (Republic of China),
NAN YA PLASTICS CORP,TW0001303006,S66215807,0.0%,Materials,Taiwan (Republic of China),BB
NAN YA PRINTED CIRCUIT BOARD CORP,TW0008046004,SB1187539,0.0%,Information Technology,Taiwan (Republic of China),BB
NANOFILM TECHNOLOGIES INTERNATIONA,SGXE61652363,SBNG70K56,0.0%,Materials,Singapore,CCC
NANTEX INDUSTRY LTD,TW0002108008,S66212671,0.0%,Materials,Taiwan (Republic of China),
NANYA TECHNOLOGY CORP,TW0002408002,S62836010,0.0%,Information Technology,Taiwan (Republic of China),BB
NATIONAL AUSTRALIA BANK LTD,AU000000NAB4,S66246083,0.1%,Financials,Australia,A
NATURECELL LTD,KR7007390008,S62082391,0.0%,Health Care,"Korea (South), Republic of",B
NAVER CORP,KR7035420009,S65603938,0.1%,Communication Services,"Korea (South), Republic of",AAA
NCSOFT CORP,KR7036570000,S62641899,0.0%,Communication Services,"Korea (South), Republic of",A
NEPES CORP,KR7033640004,S62205786,0.0%,Information Technology,"Korea (South), Republic of",CCC
NESTLE MALAYSIA,MYL4707OO005,S66293358,0.0%,Consumer Staples,Malaysia,AA
NETDRAGON WEBSOFT LTD,KYG6427W1042,SB28SXZ56,0.0%,Communication Services,Hong Kong,B
NETLINK NBN TRUST UNITS,SG1DH9000006,SBF5GLW68,0.1%,Communication Services,Singapore,A
NETMARBLE CORP,KR7251270005,SBF2S4263,0.0%,Communication Services,"Korea (South), Republic of",BBB
NEW WORLD DEVELOPMENT COMPANY LTD,HK0000608585,SBM94GQ48,0.0%,Real Estate,Hong Kong,BBB
NEWCREST MINING LTD,AU000000NCM7,S66371014,0.0%,Materials,Australia,AA
NEXON GAMES LTD,KR7225570001,SBYVY9N42,0.0%,Communication Services,"Korea (South), Republic of",
NEXTDC LTD,AU000000NXT8,SB5LMKP42,0.0%,Information Technology,Australia,AA
NGERN TID LOR SHS F PCL,THA271010011,SBNR42D26,0.0%,Financials,Thailand,
NGERN TID LOR SHS NON-VOTING DR PC,THA271010R18,SBNR42F40,0.0%,Financials,Thailand,
NH INVESTMENT & SECURITIES LTD,KR7005940002,S65370850,0.0%,Financials,"Korea (South), Republic of",BB
NHN CORP,KR7181710005,SBCDYQ373,0.0%,Communication Services,"Korea (South), Republic of",BB
NHN KCP CORP,KR7060250008,S64345622,0.0%,Information Technology,"Korea (South), Republic of",B
